"","des","id","type","tfs","tfs_zulu","x","sv_id","start_speed","end_speed","sz_top","sz_bot","pfx_x","pfx_z","px","pz","x0","y0","z0","vx0","vy0","vz0","ax","ay","az","break_y","break_angle","break_length","pitch_type","type_confidence","zone","nasty","spin_dir","spin_rate","cc","mt","url","inning_side.x","inning","next_.x","num","on_1b","on_2b","on_3b","count","remove","away","home","event_num.x","play_guid.x","code","pitcher","batter","b","s","o","start_tfs","start_tfs_zulu","stand","b_height","p_throws","atbat_des","event","score","home_team_runs","away_team_runs","event2","event3","batter_name","pitcher_name","event4","end_tfs_zulu","team_name","tmax","tmin","tdmean","tmean","heat_index","rh","y","m","d"
"155","Foul",133,"S","004642","2017-04-26T00:46:42Z",96.73,"170426_004643",94.5,86.3,3.08,1.33,-5.32772702798341,8.76031705825495,0.577046648023932,1.93718637158914,-0.866830543194096,50,6.05624378854005,5.77482380430824,-136.931962695026,-8.2628595014199,-10.1176422350047,30.1783654990159,-15.5377319067426,23.8,27.2,4.2,"FF",2,6,46,211.305,2062.969,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",2,"Y",15,NA,NA,NA,"2-2","","min","tex","133","3d244467-e878-4b55-95b6-98cfc02b083c","F",429722,596059,2,3,2,"004444","2017-04-26T00:44:44Z","L","5-11","R","Rougned Odor strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Rougned Odor","Ervin Santana",NA,"2017-04-26T00:47:13Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"156","Swinging Strike",134,"S","004706","2017-04-26T00:47:06Z",101.36,"170426_004707",84.7,77.9,3.08,1.33,-9.26962016626403,6.22066691426255,0.410416146028188,0.985611686416183,-1.01254859688011,50,6.12651699098994,6.37570643064721,-122.876085973083,-7.80802437366704,-14.1844650389427,24.1494183270706,-22.6551221299308,23.8,28.4,7.3,"CH",2,14,49,236.135,2016.896,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",2,"Y",15,NA,NA,NA,"2-2","","min","tex","134","f32bddd5-4d8e-4f2c-925a-e7fb50821bd9","S",429722,596059,2,3,2,"004444","2017-04-26T00:44:44Z","L","5-11","R","Rougned Odor strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Rougned Odor","Ervin Santana",NA,"2017-04-26T00:47:13Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"157","In play, out(s)",138,"X","004749","2017-04-26T00:47:49Z",118.8,"170426_004749",93.8,85.5,3.34,1.5,-5.65180960048595,8.48902952877538,-0.0473192696899984,2.39274043020006,-1.09508038822739,50,5.98644216068708,4.78314487802572,-136.15849949922,-6.61567532950506,-10.5787037314765,30.7201993718442,-16.2848140102156,23.8,28.2,4.4,"FT",2,5,30,213.654,2033.911,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",2,"Y",16,NA,NA,NA,"0-0","","min","tex","138","145fc51a-77a2-4e71-87e7-10900a24c971","X",429722,462101,0,0,3,"004714","2017-04-26T00:47:14Z","R","6-0","R","Elvis Andrus grounds out, third baseman Miguel Sano to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Elvis Andrus","Ervin Santana",NA,"2017-04-26T00:48:03Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"158","Ball",183,"B","010239","2017-04-26T01:02:39Z",80.24,"170426_010239",93.1,84.6,3.67,1.71,-3.9971734055358,8.44429301809741,0.964426372055566,3.5896740561576,-0.90567396020632,50,6.17321713281039,6.35937319155566,-135.10081220113,-3.75201869754077,-7.35307294555615,30.7212423560667,-16.6401959470519,23.8,18.8,4.1,"FF",2,12,80,205.33,1845.547,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",21,NA,NA,NA,"0-0","","min","tex","183","6ee84c6b-ec5e-4157-b372-b9f8cbe6c3c3","B",429722,608336,2,3,1,"010209","2017-04-26T01:02:09Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Joey Gallo","Ervin Santana",NA,"2017-04-26T01:04:27Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"159","Ball",184,"B","010253","2017-04-26T01:02:53Z",63.33,"170426_010254",93,86,3.67,1.71,-2.8622648075042,6.79806463888513,1.42088228223569,3.23595298208021,-0.880559630614864,50,6.16549710012113,7.17633794467216,-135.209892128578,-4.24263904141698,-5.36720719733191,25.908123344983,-19.4265832058828,23.9,11.3,4.4,"FF",2,12,28,202.832,1484.073,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",21,NA,NA,NA,"1-0","","min","tex","184","787c908d-6b7a-4758-8816-185af05eb224","B",429722,608336,2,3,1,"010209","2017-04-26T01:02:09Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Joey Gallo","Ervin Santana",NA,"2017-04-26T01:04:27Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"160","Foul",185,"S","010310","2017-04-26T01:03:10Z",64.99,"170426_010310",92.5,85.1,3.67,1.71,-3.27760371453266,8.0135602831972,1.40268452842418,3.00097771422648,-0.761083593507518,50,6.14804301152844,6.89129322408158,-134.30778715003,-5.10017123711338,-6.03603516347649,26.850999331526,-17.4162755408743,23.8,14.4,4.2,"FF",2,12,24,202.244,1722.303,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",21,NA,NA,NA,"2-0","","min","tex","185","ff1b952b-1062-40c8-b7e2-883b15dc72de","F",429722,608336,2,3,1,"010209","2017-04-26T01:02:09Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Joey Gallo","Ervin Santana",NA,"2017-04-26T01:04:27Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"161","Foul",186,"S","010345","2017-04-26T01:03:45Z",82.55,"170426_010346",83.5,76.8,3.67,1.71,1.34195044086059,4.47140029389422,0.912412099240666,2.98230936639404,-0.874375166140965,50,6.34753177414942,3.86695127188834,-121.247402146893,-2.75758201096237,2.00693542324597,22.675657113983,-25.4869076843921,23.8,-5.9,7.1,"SL",2,12,47,163.296,835.401,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",21,NA,NA,NA,"2-1","","min","tex","186","8f695165-7516-44db-b543-9822a7dadfa3","F",429722,608336,2,3,1,"010209","2017-04-26T01:02:09Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Joey Gallo","Ervin Santana",NA,"2017-04-26T01:04:27Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"162","Swinging Strike (Blocked)",187,"S","010413","2017-04-26T01:04:13Z",100.3,"170426_010413",84.9,80.1,3.67,1.71,2.4071392872973,0.370179547986479,0.438015013087178,0.989472448879917,-0.917660950083565,50,6.05045940667494,2.56681281415055,-123.566323480411,-6.06042104042683,3.81217781812707,19.0069303183803,-31.5877965397709,24,-7.2,8.3,"SL",2,14,27,98.742,452.846,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",21,NA,NA,NA,"2-2","","min","tex","187","cf0bf0c4-9a4b-48f1-8503-905306e09cc5","W",429722,608336,2,3,1,"010209","2017-04-26T01:02:09Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"0","0",NA,NA,"Joey Gallo","Ervin Santana",NA,"2017-04-26T01:04:27Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"163","Ball",191,"B","010446","2017-04-26T01:04:46Z",74.2,"170426_010447",92.6,84.6,3.56,1.65,-3.37457598245396,7.61956435649897,1.12278378527798,2.83943957834941,-1.00607059020265,49.9999999999999,6.02861905839103,6.81167533366453,-134.385464767747,-5.02523992249514,-6.17229873273671,29.0692173595351,-18.2374154309186,23.8,13.8,4.4,"FF",2,12,68,203.886,1645.502,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",22,NA,NA,NA,"0-0","","min","tex","191","93eb02aa-928a-4252-ae55-4a6013468054","B",429722,518960,2,0,1,"010430","2017-04-26T01:04:30Z","R","6-0","R","Jonathan Lucroy singles on a sharp line drive to left fielder Eddie Rosario.  ","Single",NA,"0","0",NA,NA,"Jonathan Lucroy","Ervin Santana",NA,"2017-04-26T01:05:36Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"164","Ball",192,"B","010500","2017-04-26T01:05:00Z",74.63,"170426_010501",93.5,84.8,3.56,1.65,-3.79147221438077,9.05264738745486,1.11162973612323,3.04778789461044,-0.863414861458722,50,6.17198183360677,6.58182584923215,-135.502242347033,-5.43923515538023,-7.00350049214216,31.4014228781116,-15.4522537367936,23.8,18.3,3.9,"FF",2,12,55,202.724,1941.033,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",22,NA,NA,NA,"1-0","","min","tex","192","8efe1f41-a37a-4c01-9a5f-dd72deb51a70","B",429722,518960,2,0,1,"010430","2017-04-26T01:04:30Z","R","6-0","R","Jonathan Lucroy singles on a sharp line drive to left fielder Eddie Rosario.  ","Single",NA,"0","0",NA,NA,"Jonathan Lucroy","Ervin Santana",NA,"2017-04-26T01:05:36Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"165","In play, no out",193,"X","010518","2017-04-26T01:05:18Z",132.64,"170426_010519",93.8,84.6,3.56,1.65,-3.74288615981563,10.1931690406132,-0.359225879867699,2.74598641875491,-1.08539341337286,49.9999999999999,6.07670230589362,3.23481959179131,-135.963164912062,-6.39880334610399,-6.91982559414674,33.2444202098569,-13.3289784685457,23.7,22.5,3.5,"FF",2,4,34,200.162,2142.119,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",22,NA,NA,NA,"2-0","","min","tex","193","45e4b04d-8fd8-4e9e-ab90-5497479f3cec","D",429722,518960,2,0,1,"010430","2017-04-26T01:04:30Z","R","6-0","R","Jonathan Lucroy singles on a sharp line drive to left fielder Eddie Rosario.  ","Single",NA,"0","0",NA,NA,"Jonathan Lucroy","Ervin Santana",NA,"2017-04-26T01:05:36Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"166","Foul",197,"S","010606","2017-04-26T01:06:06Z",94.76,"170426_010606",83.7,75.8,3.61,1.64,2.91112067648662,0.639402299539948,0.627826686072617,1.79993910634155,-1.04345581416668,50,6.22552997394805,3.07711835961769,-121.290021239003,-3.95298757407264,4.26297502611091,27.4807614823072,-31.2377232241992,23.8,-8.6,9,"SL",2,9,80,102.387,522.059,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",23,518960,NA,NA,"0-0","","min","tex","197","fcb22333-cdba-4dea-b5d6-5c6380776894","F",429722,607387,1,1,2,"010537","2017-04-26T01:05:37Z","R","6-2","R","Ryan Rua grounds into a force out, third baseman Miguel Sano to second baseman Brian Dozier.   Jonathan Lucroy out at 2nd.    Ryan Rua to 1st.  ","Forceout",NA,"0","0",NA,NA,"Ryan Rua","Ervin Santana",NA,"2017-04-26T01:07:19Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"167","Ball In Dirt",198,"B","010628","2017-04-26T01:06:28Z",86.04,"170426_010629",85,80.1,3.61,1.64,2.29066894821188,2.13967231147778,0.812259213780076,0.515386691458002,-0.87690369160239,50,6.09766780779168,3.42421670843665,-123.578826621177,-7.90149893787382,3.62264044135308,19.3911871344447,-28.7902058353539,24,-7.7,7.7,"SL",2,14,40,133.048,581.959,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",23,518960,NA,NA,"0-1","","min","tex","198","c7ac00c8-6543-4f01-b0c9-6d38d9f0fb4c","*B",429722,607387,1,1,2,"010537","2017-04-26T01:05:37Z","R","6-2","R","Ryan Rua grounds into a force out, third baseman Miguel Sano to second baseman Brian Dozier.   Jonathan Lucroy out at 2nd.    Ryan Rua to 1st.  ","Forceout",NA,"0","0",NA,NA,"Ryan Rua","Ervin Santana",NA,"2017-04-26T01:07:19Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"168","In play, out(s)",199,"X","010654","2017-04-26T01:06:54Z",154.69,"170426_010655",91.8,83.9,3.61,1.64,-8.60397266697209,8.65019595645665,-0.988797699410228,2.52811153607658,-0.801887363803184,50,6.29199100000108,2.44905946651072,-133.338665669712,-6.74940303574525,-15.4794455566307,28.851974732602,-16.6114424737591,23.8,39.7,5.3,"FT",2,13,54,224.846,2388.264,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",23,518960,NA,NA,"1-1","","min","tex","199","fe9ec2eb-c742-49ee-8803-25213af1e437","X",429722,607387,1,1,2,"010537","2017-04-26T01:05:37Z","R","6-2","R","Ryan Rua grounds into a force out, third baseman Miguel Sano to second baseman Brian Dozier.   Jonathan Lucroy out at 2nd.    Ryan Rua to 1st.  ","Forceout",NA,"0","0",NA,NA,"Ryan Rua","Ervin Santana",NA,"2017-04-26T01:07:19Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"169","Ball",204,"B","010740","2017-04-26T01:07:40Z",142.67,"170426_010740",92.1,83.5,3.15,1.49,-4.36628339432159,8.10993745982914,-0.642738743415479,3.37103678455319,-0.877088604981154,50,6.13814150771106,2.10765077455508,-133.732152592277,-3.93970965454679,-7.84767574756007,30.8675754173664,-17.5977708002729,23.8,21.7,4.5,"FF",2,11,77,208.296,1795.905,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,607387,NA,NA,"0-0","","min","tex","204","b1033ab6-8acd-4e04-b199-afd12aa788b5","B",429722,425783,2,2,3,"010720","2017-04-26T01:07:20Z","L","5-11","R","Shin-Soo Choo grounds out sharply to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Shin-Soo Choo","Ervin Santana",NA,"2017-04-26T01:10:10Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"170","Foul",205,"S","010801","2017-04-26T01:08:01Z",100.18,"170426_010801",91.7,84.7,3.15,1.49,-3.94520861202707,6.22998737143004,0.455753936784843,2.02529724166239,-0.619918182002875,50,6.16033106305793,4.19473206761064,-133.174565903791,-6.96199513587084,-7.15453653471093,25.9788161087007,-20.8761232391727,23.9,16.1,5.2,"FT",2,9,46,212.343,1456.802,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,607387,NA,NA,"1-0","","min","tex","205","acbc8199-1785-4544-a891-b2a6dc04ff00","F",429722,425783,2,2,3,"010720","2017-04-26T01:07:20Z","L","5-11","R","Shin-Soo Choo grounds out sharply to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Shin-Soo Choo","Ervin Santana",NA,"2017-04-26T01:10:10Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"171","Called Strike",207,"S","010841","2017-04-26T01:08:41Z",98.71,"170426_010842",82.8,77.3,3.15,1.49,3.10490904517898,1.78068126887884,0.546994545604544,2.88823445828491,-0.870007765523741,50,6.35082614861394,2.42558812696878,-120.458408553907,-2.13610719620579,4.64338363409196,19.4901648559756,-29.5110442168075,23.9,-9.5,8.2,"SL",2,3,47,119.835,644.681,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,607387,NA,NA,"1-1","","min","tex","207","b685a0ee-9436-456c-ab4a-cc1bfb395119","C",429722,425783,2,2,3,"010720","2017-04-26T01:07:20Z","L","5-11","R","Shin-Soo Choo grounds out sharply to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Shin-Soo Choo","Ervin Santana",NA,"2017-04-26T01:10:10Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"172","Foul",208,"S","010903","2017-04-26T01:09:03Z",86.38,"170426_010904",93,85.3,3.15,1.49,-3.07602833722514,8.33650346870735,0.855330439534001,3.2592078455148,-0.650699365321965,50,6.19569202299095,5.09657116072019,-135.176229798781,-4.73451194747505,-5.71898605652107,28.1363353667765,-16.6747286962353,23.8,14.9,4,"FF",2,12,65,200.252,1773.09,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,607387,NA,NA,"1-2","","min","tex","208","262b1ccc-7b54-44c3-b3e2-820bb69683d5","F",429722,425783,2,2,3,"010720","2017-04-26T01:07:20Z","L","5-11","R","Shin-Soo Choo grounds out sharply to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Shin-Soo Choo","Ervin Santana",NA,"2017-04-26T01:10:10Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"173","Ball In Dirt",209,"B","010930","2017-04-26T01:09:30Z",76.81,"170426_010931",84.6,78.9,3.15,1.49,3.38212095914965,1.8445973540607,1.05444940991872,-0.0686334785449852,-0.855208768193673,50.0000000000001,6.05691214870445,3.57734751394958,-122.829873397641,-8.88562537285421,5.21402840036866,22.254764787986,-29.3303350679172,23.9,-10.5,8.2,"SL",2,14,41,118.608,701.482,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,607387,NA,NA,"1-2","","min","tex","209","301ab93e-fb6c-40ce-bf34-e991a97d6a24","*B",429722,425783,2,2,3,"010720","2017-04-26T01:07:20Z","L","5-11","R","Shin-Soo Choo grounds out sharply to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Shin-Soo Choo","Ervin Santana",NA,"2017-04-26T01:10:10Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"174","In play, out(s)",210,"X","010958","2017-04-26T01:09:58Z",118.06,"170426_010958",85.7,78.4,3.15,1.49,-9.20258769343008,7.23112024135494,0.000260565837359938,2.61131176329012,-0.826114779335045,50,6.18389283276641,4.96572320470495,-124.362112877122,-4.53104447489998,-14.4222619283737,24.7741801171748,-20.8414632412327,23.8,31.8,6.6,"CH",2,2,20,231.84,2139.736,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,607387,NA,NA,"2-2","","min","tex","210","a4d8905c-90d9-4447-b9d2-059fd2c07ad9","X",429722,425783,2,2,3,"010720","2017-04-26T01:07:20Z","L","5-11","R","Shin-Soo Choo grounds out sharply to first baseman Joe Mauer.  ","Groundout",NA,"0","0",NA,NA,"Shin-Soo Choo","Ervin Santana",NA,"2017-04-26T01:10:10Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"175","Ball",268,"B","012548","2017-04-26T01:25:48Z",55.5,"170426_012548",84.1,78.3,3.45,1.58,0.976190989273054,1.73602635753382,1.58255188325496,0.595619786134195,-0.933290284329723,50.0000000000001,6.10153027804682,5.7809752137682,-122.11766875434,-7.22322796057663,1.48748653657914,22.0052933109378,-29.5287507997885,23.9,-4.4,8.2,"SL",2,14,55,150.651,360.539,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"0-0","","min","tex","268","ef21b826-5339-4f60-997c-ff670337b05e","B",429722,460576,4,2,0,"012520","2017-04-26T01:25:20Z","R","6-3","R","Carlos Gomez walks.  ","Walk",NA,"0","1",NA,NA,"Carlos Gomez","Ervin Santana",NA,"2017-04-26T01:27:28Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"176","Ball",269,"B","012604","2017-04-26T01:26:04Z",69.64,"170426_012604",92.6,84.5,3.45,1.58,-2.2782772697238,7.94423777657831,1.24249688619706,3.30201797406013,-0.874838018019842,50,6.18775225892503,6.39950770045586,-134.29368331814,-4.32242176313352,-4.16235898167704,28.96772488932,-17.6601130046231,23.8,8.7,4.2,"FF",2,12,59,196,1631.148,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"1-0","","min","tex","269","6434638e-a3b7-421c-9bc5-be128c4c7d06","B",429722,460576,4,2,0,"012520","2017-04-26T01:25:20Z","R","6-3","R","Carlos Gomez walks.  ","Walk",NA,"0","1",NA,NA,"Carlos Gomez","Ervin Santana",NA,"2017-04-26T01:27:28Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"177","Ball",270,"B","012618","2017-04-26T01:26:18Z",79.01,"170426_012618",82.1,76.9,3.45,1.58,2.18978589648181,-1.61814091707898,1.05175923367713,1.84139650224098,-1.13218279284626,49.9999999999999,6.22922846139735,4.50887112299988,-119.455961506947,-3.14503663443656,3.21716621158873,19.3975678787087,-34.5513715140673,23.9,-6.2,9.7,"SL",2,14,53,53.536,485.828,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"2-0","","min","tex","270","816db0e9-2a9a-49fc-b3c4-2686091c32e4","B",429722,460576,4,2,0,"012520","2017-04-26T01:25:20Z","R","6-3","R","Carlos Gomez walks.  ","Walk",NA,"0","1",NA,NA,"Carlos Gomez","Ervin Santana",NA,"2017-04-26T01:27:28Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"178","Called Strike",271,"S","012630","2017-04-26T01:26:30Z",97.67,"170426_012631",93,85.1,3.45,1.58,-4.16554481215495,9.02493081907546,0.565736734170172,2.20039070065243,-0.974996356595107,50,6.06154988937514,5.55023987866567,-134.916827901745,-7.38476651214713,-7.69319710892722,28.8061186782581,-15.5062236219866,23.8,21,4,"FF",2,9,42,204.775,1974.018,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"3-0","","min","tex","271","58a108a0-8943-49ad-9257-7c1172d241f9","C",429722,460576,4,2,0,"012520","2017-04-26T01:25:20Z","R","6-3","R","Carlos Gomez walks.  ","Walk",NA,"0","1",NA,NA,"Carlos Gomez","Ervin Santana",NA,"2017-04-26T01:27:28Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"179","Called Strike",272,"S","012643","2017-04-26T01:26:43Z",83.72,"170426_012644",93.2,85.6,3.45,1.58,-4.4743216750597,8.39971800404444,0.944449408843171,1.77585434858818,-0.990260793377274,50,5.99680720680067,6.72649154115881,-135.133126831798,-8.18376886792942,-8.31244221034593,28.1504541125147,-16.5689634591704,23.8,20.9,4.3,"FF",2,14,62,208.042,1898.211,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"3-1","","min","tex","272","afb4a548-96eb-48af-b06a-30fb853fbdcc","C",429722,460576,4,2,0,"012520","2017-04-26T01:25:20Z","R","6-3","R","Carlos Gomez walks.  ","Walk",NA,"0","1",NA,NA,"Carlos Gomez","Ervin Santana",NA,"2017-04-26T01:27:28Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
"180","Foul",273,"S","012659","2017-04-26T01:26:59Z",100.09,"170426_012660",93.8,86,3.45,1.58,-3.99064713378001,8.25072175497012,0.479715760939515,2.88988380705861,-0.942307939432214,50,6.07554703768202,5.22813723966453,-136.238220224578,-5.49926001047846,-7.52860221336784,28.8749369633629,-16.6085525393691,23.8,20,4.1,"FF",2,3,42,205.81,1841.247,"","","http://gd2.mlb.com/components/game/mlb/year_2017/month_04/day_25/gid_2017_04_25_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"3-2","","min","tex","273","15475c02-492a-4890-beef-28d8d892f768","F",429722,460576,4,2,0,"012520","2017-04-26T01:25:20Z","R","6-3","R","Carlos Gomez walks.  ","Walk",NA,"0","1",NA,NA,"Carlos Gomez","Ervin Santana",NA,"2017-04-26T01:27:28Z","Texas Rangers",24.4500007629395,11.0620002746582,9.43400001525879,17.7560005187988,17.11,58.3979782382466,"2017","04","25"
